student_id,name,gender,age,department,region,attendance_pct,study_hours_per_day,math_score,science_score,english_score,programming_score,tamil_score,part_time_job,internet_access,parent_education,family_income_lpa
STU1031,Mohan Devi,Male,18,Mechanical,Tirunelveli,58.1,6.1,88.0,56.0,64,73,74,No,Yes,Graduate,2.0
STU1032,Pooja Selvam,Female,20,Electronics,Madurai,63.1,6.6,,81.0,75,50,48,Yes,Yes,Post-Graduate,4.0
STU1033,Bhavani Kumar,Female,22,Electronics,Coimbatore,85.3,6.5,48.0,91.0,54,62,74,No,Yes,Graduate,4.4
STU1034,Divya Krishnan,Female,18,Information Technology,Chennai,62.5,3.7,56.0,43.0,66,73,83,No,No,School,4.8
STU1035,Ganesh Nair,Male,20,Civil,Erode,80.8,6.0,32.0,48.0,61,48,54,Yes,Yes,Diploma,1.0
STU1036,Divya Narayanan,Female,18,Civil,Salem,76.2,4.8,83.0,66.0,66,73,84,No,Yes,Post-Graduate,4.5
STU1037,Vijay Nair,Male,22,Mechanical,Salem,73.6,7.1,53.0,61.0,87,68,64,No,Yes,School,13.8
STU1038,Karthik Kumar,Male,22,Mechanical,Chennai,,4.3,68.0,92.0,88,45,74,No,No,Graduate,3.5
STU1039,Bala Selvam,Male,19,Civil,Erode,88.9,4.0,66.0,68.0,85,67,66,Yes,Yes,Diploma,5.7
STU1040,Siva Raj,Male,21,Information Technology,Chennai,98.8,3.6,90.0,84.0,64,70,78,No,Yes,School,3.7
STU1041,Kumar Raj,Male,18,Civil,Coimbatore,81.6,4.8,69.0,,81,52,83,No,Yes,Graduate,8.7
STU1042,Revathi Murugan,Female,18,Information Technology,Tirunelveli,81.9,5.2,80.0,76.0,71,53,79,No,Yes,Graduate,11.9
STU1043,Divya Nair,Female,20,Mechanical,Madurai,,5.2,76.0,55.0,71,45,72,No,Yes,Graduate,1.0
STU1044,Pooja Kumar,Female,22,Computer Science,Vellore,,5.0,88.0,55.0,69,55,67,No,Yes,School,2.6
STU1045,Saranya Kumar,Female,18,Mechanical,Salem,77.5,5.5,64.0,62.0,91,63,71,No,No,School,2.2
STU1046,Anjali Ramesh,Female,22,Mechanical,Coimbatore,66.3,4.2,96.0,45.0,86,53,79,Yes,Yes,Graduate,2.3
STU1047,Kumar Rajan,Male,18,Electronics,Madurai,56.7,3.2,38.0,71.0,79,36,80,No,No,Graduate,1.0
STU1048,Anjali Shankar,Female,19,Electronics,Coimbatore,87.6,3.1,81.0,68.0,68,51,78,No,Yes,School,7.6
STU1049,Priya Velu,Female,21,Electronics,Erode,88.2,6.0,55.0,69.0,70,55,58,No,Yes,School,1.0
STU1050,Siva Ramesh,Male,18,Electronics,Salem,67.7,5.2,61.0,77.0,76,78,72,No,No,School,3.4
STU1051,Keerthana Pandian,Female,22,Information Technology,Vellore,80.9,1.7,77.0,86.0,64,74,65,Yes,Yes,Post-Graduate,4.9
STU1052,Naveen Devi,Male,19,Civil,Chennai,90.0,6.1,76.0,60.0,81,78,79,Yes,Yes,Graduate,1.0
STU1053,Revathi Devi,Female,18,Computer Science,Chennai,80.5,7.3,77.0,72.0,59,50,64,No,Yes,Post-Graduate,10.6
STU1054,Vijay Rajan,Male,20,Mechanical,Madurai,63.7,3.4,47.0,69.0,75,66,77,No,Yes,School,8.2
STU1055,Pooja Subramanian,Female,21,Information Technology,Vellore,75.2,5.0,90.0,70.0,43,19,69,No,Yes,Post-Graduate,2.9
STU1056,Sneha Subramanian,Female,18,Computer Science,Tirunelveli,93.9,3.8,54.0,70.0,63,71,51,No,Yes,School,2.4
STU1057,Arun Selvam,Male,19,Information Technology,Trichy,81.0,5.4,56.0,87.0,95,74,82,Yes,Yes,Graduate,1.2
STU1058,Karthik Pillai,Male,20,Information Technology,Erode,84.5,2.8,78.0,59.0,82,57,72,No,Yes,Graduate,5.9
STU1059,Karthik Rajan,Male,19,Mechanical,Madurai,82.1,4.4,64.0,44.0,88,68,86,No,Yes,Diploma,1.0
STU1060,Ganesh Shankar,Male,19,Civil,Trichy,67.7,6.0,73.0,55.0,62,36,54,No,Yes,Diploma,5.1
STU1061,Pradeep Kumar,Male,20,Electronics,Coimbatore,70.5,6.4,36.0,76.0,71,49,69,No,Yes,School,8.3
STU1062,Mohan Subramanian,Male,19,Civil,Erode,82.1,5.1,72.0,65.0,85,77,70,No,Yes,School,1.2
STU1063,Vijay Shankar,Male,20,Mechanical,Coimbatore,87.8,4.0,71.0,58.0,78,72,75,No,Yes,Graduate,9.1
STU1064,Bala Krishnan,Male,18,Mechanical,Tirunelveli,91.2,2.1,60.0,50.0,76,56,57,No,Yes,Graduate,1.0
STU1065,Divya Nair,Female,20,Mechanical,Vellore,67.7,3.4,37.0,68.0,90,78,78,No,Yes,Graduate,11.0
STU1066,Sneha Nair,Female,20,Computer Science,Salem,83.2,3.8,65.0,74.0,58,65,93,No,No,Graduate,1.0
STU1067,Naveen Pillai,Male,21,Civil,Erode,92.2,3.5,67.0,69.0,68,54,77,Yes,Yes,Graduate,4.7
STU1068,Bhavani Narayanan,Female,20,Civil,Trichy,66.2,4.6,62.0,61.0,49,60,73,Yes,Yes,No Schooling,1.3
STU1069,Lakshmi Kumar,Female,20,Information Technology,Tirunelveli,95.8,4.0,40.0,67.0,57,55,57,Yes,Yes,School,8.2
STU1070,Divya Velu,Female,18,Information Technology,Salem,97.7,4.8,92.0,67.0,83,42,63,No,Yes,Post-Graduate,3.2
STU1071,Divya Velu,Female,21,Information Technology,Chennai,100.0,6.3,58.0,68.0,59,86,71,No,Yes,School,1.0
STU1072,Mohan Pandian,Male,22,Mechanical,Trichy,80.8,3.9,65.0,48.0,79,53,66,No,Yes,Graduate,3.8
STU1073,Priya Velu,Female,18,Civil,Madurai,80.8,2.4,32.0,68.0,90,48,83,No,Yes,School,2.4
STU1074,Ravi Krishnan,Male,18,Mechanical,Chennai,87.9,3.4,92.0,59.0,68,35,78,No,No,Graduate,4.9
STU1075,Divya Krishnan,Female,22,Computer Science,Tirunelveli,,5.4,61.0,80.0,76,16,100,No,Yes,Graduate,9.6
STU1076,Lakshmi Nair,Female,20,Information Technology,Chennai,91.5,5.5,69.0,67.0,79,76,61,Yes,Yes,School,2.4
STU1077,Sneha Rajan,Female,19,Mechanical,Madurai,87.4,5.1,,77.0,55,77,72,No,Yes,Diploma,1.5
STU1078,Mohan Pillai,Male,21,Mechanical,Erode,76.7,6.5,58.0,61.0,63,84,57,No,No,Graduate,1.0
STU1079,Ananya Selvam,Female,19,Computer Science,Chennai,92.7,4.2,82.0,61.0,58,60,48,No,Yes,Diploma,
STU1080,Arun Pandian,Male,22,Electronics,Vellore,65.1,7.6,37.0,86.0,64,57,80,No,Yes,School,2.3
STU1081,Meena Subramanian,Female,18,Civil,Trichy,78.1,5.7,76.0,71.0,79,54,77,No,Yes,Graduate,2.1
STU1082,Arjun Shankar,Male,18,Electronics,Salem,96.8,1.0,92.0,55.0,63,56,63,No,Yes,School,1.0
STU1083,Nithya Rajan,Female,21,Information Technology,Chennai,63.0,7.2,59.0,78.0,70,83,73,No,Yes,Post-Graduate,2.5
STU1084,Suresh Subramanian,Male,18,Mechanical,Trichy,69.9,3.3,85.0,58.0,57,63,65,No,Yes,Graduate,18.7
STU1085,Arun Rajan,Male,18,Computer Science,Coimbatore,86.1,2.9,,68.0,85,70,67,Yes,Yes,School,1.6
STU1086,Revathi Rajan,Female,21,Computer Science,Trichy,82.7,5.3,64.0,91.0,63,55,68,No,Yes,Graduate,4.1
STU1087,Arun Rajan,Male,21,Civil,Salem,67.5,1.9,63.0,45.0,88,87,62,No,Yes,Graduate,6.7
STU1088,Meena Nair,Female,22,Electronics,Trichy,73.0,3.5,55.0,63.0,71,29,64,Yes,Yes,Diploma,6.2
STU1089,Pooja Velu,Female,18,Civil,Madurai,63.8,6.8,60.0,71.0,53,41,64,No,Yes,Diploma,
STU1090,Anjali Pillai,Female,18,Mechanical,Tirunelveli,89.8,5.3,56.0,76.0,68,70,77,No,Yes,Diploma,4.2
STU1091,Lakshmi Selvam,Female,22,Civil,Salem,74.9,5.7,55.0,48.0,57,95,41,No,Yes,Diploma,9.2
STU1092,Bhavani Velu,Female,20,Computer Science,Tirunelveli,99.5,3.5,86.0,43.0,77,59,69,No,Yes,School,1.0
STU1093,Anjali Rajan,Female,20,Computer Science,Erode,79.0,2.2,56.0,80.0,67,48,60,No,Yes,Diploma,2.6
STU1094,Keerthana Murugan,Female,20,Information Technology,Tirunelveli,75.4,5.6,72.0,55.0,72,81,60,No,Yes,Diploma,1.1
STU1095,Sneha Narayanan,Female,22,Information Technology,Coimbatore,74.2,5.9,69.0,54.0,66,69,66,Yes,Yes,Graduate,2.2
STU1096,Kavya Subramanian,Female,18,Mechanical,Madurai,75.1,5.8,90.0,87.0,63,86,72,Yes,Yes,Graduate,2.4
STU1097,Pooja Kumar,Female,22,Electronics,Erode,79.3,4.8,60.0,66.0,58,40,70,Yes,Yes,Graduate,6.2
STU1098,Nithya Ramesh,Female,22,Civil,Trichy,100.0,3.0,74.0,66.0,80,85,60,No,Yes,Graduate,1.0
STU1099,Ravi Velu,Male,20,Mechanical,Salem,73.9,8.2,80.0,62.0,68,35,80,No,Yes,Graduate,3.2
STU1100,Kumar Shankar,Male,19,Information Technology,Coimbatore,74.3,5.2,90.0,48.0,66,58,62,No,No,Graduate,3.7
STU1101,Deepa Nair,Female,18,Civil,Madurai,78.8,4.2,60.0,74.0,68,70,64,No,Yes,Graduate,3.1
STU1102,Revathi Pandian,Female,20,Information Technology,Erode,91.1,4.2,59.0,71.0,62,66,75,No,No,Diploma,5.9
STU1103,Divya Devi,Female,19,Civil,Erode,60.9,4.7,52.0,67.0,66,82,76,No,Yes,Post-Graduate,2.2
STU1104,Keerthana Selvam,Female,19,Electronics,Coimbatore,83.5,6.1,100.0,63.0,72,30,65,No,Yes,No Schooling,13.0
STU1105,Kavya Kumar,Female,21,Mechanical,Vellore,68.2,4.8,89.0,61.0,58,66,40,No,Yes,Diploma,3.0
STU1106,Priya Krishnan,Female,18,Civil,Trichy,84.6,5.8,67.0,78.0,59,85,62,No,Yes,Graduate,3.8
STU1107,Nithya Raj,Female,19,Computer Science,Coimbatore,72.1,4.7,97.0,63.0,87,64,74,No,Yes,School,
STU1108,Sneha Murugan,Female,20,Computer Science,Erode,50.4,4.3,66.0,64.0,66,42,80,No,Yes,School,1.4
STU1109,Vijay Devi,Male,21,Civil,Chennai,82.4,5.5,79.0,72.0,63,81,71,No,Yes,Graduate,1.0
STU1110,Revathi Ramesh,Female,18,Civil,Madurai,82.3,5.4,68.0,68.0,54,51,67,Yes,Yes,Graduate,5.5
STU1111,Dinesh Kumar,Male,22,Civil,Coimbatore,71.1,4.2,74.0,88.0,80,48,97,No,Yes,Graduate,3.0
STU1112,Pooja Devi,Female,20,Computer Science,Vellore,70.3,3.4,72.0,40.0,57,46,68,No,Yes,Graduate,
STU1113,Divya Kumar,Female,19,Computer Science,Erode,62.3,5.0,62.0,69.0,70,59,79,No,Yes,School,18.3
STU1114,Suresh Shankar,Male,19,Civil,Trichy,87.3,4.6,84.0,55.0,50,66,57,No,Yes,No Schooling,2.3
STU1115,Divya Murugan,Female,20,Information Technology,Tirunelveli,88.6,3.7,79.0,52.0,80,40,60,No,Yes,Graduate,2.4
STU1116,Suresh Ramesh,Male,19,Information Technology,Erode,67.5,3.2,83.0,59.0,84,44,79,No,Yes,Diploma,2.4
STU1117,Keerthana Krishnan,Female,21,Electronics,Trichy,71.5,5.1,,66.0,76,50,83,No,Yes,Graduate,1.8
STU1118,Pooja Rajan,Female,18,Mechanical,Coimbatore,77.2,5.3,54.0,66.0,52,46,68,No,No,School,6.8
STU1119,Pradeep Subramanian,Male,21,Information Technology,Trichy,100.0,4.0,94.0,44.0,80,64,52,No,Yes,Diploma,6.4
STU1120,Saranya Krishnan,Female,19,Computer Science,Salem,84.5,3.6,64.0,57.0,60,70,70,No,Yes,Graduate,2.9
STU1121,Arun Rajan,Male,22,Information Technology,Salem,66.7,3.3,73.0,69.0,56,67,74,No,Yes,Graduate,
STU1122,Meena Raj,Female,18,Electronics,Salem,81.6,5.1,78.0,53.0,65,67,73,No,Yes,Graduate,1.7
STU1123,Arjun Nair,Male,18,Electronics,Vellore,61.5,3.3,73.0,49.0,65,93,66,Yes,Yes,Diploma,1.6
STU1124,Dinesh Pillai,Male,20,Mechanical,Vellore,86.6,7.9,82.0,33.0,64,71,70,No,Yes,Diploma,7.5
STU1125,Divya Pillai,Female,20,Information Technology,Chennai,98.1,3.9,84.0,56.0,85,77,64,No,Yes,School,1.0
STU1126,Priya Pillai,Female,22,Computer Science,Vellore,98.2,1.0,65.0,49.0,94,56,60,No,No,School,7.4
STU1127,Pradeep Selvam,Male,18,Computer Science,Tirunelveli,86.8,4.5,92.0,51.0,54,80,80,Yes,Yes,Diploma,5.0
STU1128,Deepa Velu,Female,22,Civil,Coimbatore,71.0,4.4,64.0,61.0,62,55,73,Yes,Yes,Diploma,5.9
STU1129,Keerthana Narayanan,Female,20,Computer Science,Erode,62.4,6.2,73.0,57.0,72,70,70,Yes,No,Graduate,2.5
STU1130,Lakshmi Pandian,Female,20,Mechanical,Erode,61.2,4.9,62.0,49.0,65,38,66,Yes,Yes,Diploma,5.1
STU1131,Bala Pandian,Male,18,Mechanical,Chennai,44.3,3.2,58.0,35.0,75,66,70,No,Yes,Graduate,4.2
STU1132,Siva Velu,Male,21,Computer Science,Vellore,86.3,4.1,84.0,69.0,81,45,74,No,Yes,Post-Graduate,6.6
STU1133,Kumar Pillai,Male,19,Computer Science,Tirunelveli,76.8,5.0,100.0,76.0,79,80,91,No,Yes,Diploma,2.7
STU1134,Suresh Subramanian,Male,20,Civil,Trichy,88.9,1.3,63.0,59.0,77,79,79,No,Yes,School,2.9
STU1135,Arjun Ramesh,Male,20,Computer Science,Chennai,95.1,6.5,86.0,61.0,90,55,65,No,Yes,School,4.6
STU1136,Kumar Murugan,Male,21,Civil,Tirunelveli,79.2,3.3,63.0,65.0,51,100,65,No,Yes,Graduate,1.0
STU1137,Ganesh Ramesh,Male,21,Civil,Trichy,79.8,6.6,68.0,87.0,88,58,63,No,No,Diploma,2.6
STU1138,Pradeep Murugan,Male,22,Computer Science,Tirunelveli,,5.1,94.0,43.0,65,34,70,Yes,Yes,School,16.1
STU1139,Suresh Ramesh,Male,22,Electronics,Trichy,73.8,5.4,52.0,59.0,79,49,63,No,No,Graduate,1.0
STU1140,Lakshmi Narayanan,Female,19,Electronics,Madurai,86.7,6.2,48.0,41.0,58,44,77,No,No,School,1.7
STU1141,Kumar Selvam,Male,19,Civil,Tirunelveli,75.9,5.4,67.0,,59,70,43,Yes,Yes,Graduate,1.7
STU1142,Pooja Selvam,Female,18,Computer Science,Erode,74.2,5.5,78.0,63.0,78,41,78,No,Yes,Graduate,4.5
STU1143,Kavya Pillai,Female,22,Electronics,Salem,77.8,4.3,75.0,68.0,47,53,75,No,Yes,Graduate,1.0
STU1144,Revathi Raj,Female,20,Computer Science,Vellore,88.6,5.1,73.0,67.0,82,69,86,No,Yes,School,4.5
STU1145,Dinesh Rajan,Male,22,Computer Science,Trichy,69.7,3.6,69.0,79.0,85,65,82,No,Yes,Post-Graduate,1.0
STU1146,Vijay Raj,Male,20,Computer Science,Madurai,77.2,4.0,,73.0,72,63,64,Yes,No,Graduate,
STU1147,Suresh Devi,Male,21,Information Technology,Tirunelveli,80.9,7.4,24.0,77.0,72,65,80,No,Yes,School,
STU1148,Mohan Selvam,Male,22,Computer Science,Erode,91.9,3.3,57.0,50.0,60,56,70,No,Yes,School,1.8
STU1149,Saranya Selvam,Female,21,Information Technology,Salem,75.1,4.7,67.0,82.0,78,34,51,No,Yes,Diploma,17.1
STU1150,Kumar Krishnan,Male,19,Civil,Trichy,69.4,4.7,79.0,55.0,74,56,74,Yes,Yes,Graduate,1.0
STU1151,Naveen Krishnan,Male,19,Electronics,Tirunelveli,72.2,4.0,90.0,56.0,59,71,65,No,Yes,Graduate,2.7
STU1152,Arun Rajan,Male,18,Electronics,Tirunelveli,90.6,5.3,55.0,69.0,65,61,72,No,Yes,Graduate,1.0
STU1153,Suresh Shankar,Male,22,Electronics,Trichy,100.0,5.4,90.0,69.0,68,70,90,No,Yes,Post-Graduate,1.9
STU1154,Pradeep Devi,Male,21,Electronics,Chennai,62.2,3.1,61.0,50.0,65,52,74,No,Yes,No Schooling,25.0
STU1155,Priya Raj,Female,20,Electronics,Chennai,64.9,4.7,66.0,63.0,54,81,61,No,Yes,No Schooling,9.9
STU1156,Naveen Subramanian,Male,19,Electronics,Erode,76.0,2.9,77.0,86.0,78,17,83,No,Yes,Post-Graduate,1.0
STU1157,Keerthana Krishnan,Female,19,Electronics,Salem,79.3,5.7,65.0,44.0,67,66,76,No,Yes,Graduate,3.7
STU1158,Naveen Subramanian,Male,20,Civil,Trichy,87.4,4.8,85.0,86.0,70,87,60,No,Yes,Diploma,4.7
STU1159,Anjali Kumar,Female,21,Computer Science,Erode,67.3,4.6,62.0,62.0,63,90,54,No,Yes,Graduate,1.1
STU1160,Suresh Krishnan,Male,21,Mechanical,Erode,65.2,5.5,62.0,32.0,76,59,61,Yes,Yes,Post-Graduate,1.0
STU1161,Arun Narayanan,Male,22,Information Technology,Coimbatore,79.7,4.1,84.0,46.0,72,39,81,Yes,Yes,Graduate,10.6
STU1162,Divya Shankar,Female,22,Mechanical,Tirunelveli,74.9,5.9,57.0,52.0,85,88,69,No,No,Graduate,15.6
STU1163,Divya Devi,Female,18,Mechanical,Vellore,89.1,3.1,72.0,56.0,76,62,73,No,Yes,Graduate,21.7
STU1164,Meena Nair,Female,19,Computer Science,Tirunelveli,83.8,6.6,43.0,64.0,68,60,57,No,Yes,School,7.0
STU1165,Ganesh Rajan,Male,22,Computer Science,Chennai,84.7,3.7,95.0,27.0,61,47,81,No,No,Graduate,4.9
STU1166,Anjali Kumar,Female,21,Computer Science,Salem,76.7,2.0,,68.0,80,41,50,No,Yes,School,1.9
STU1167,Arjun Nair,Male,20,Electronics,Tirunelveli,100.0,4.0,100.0,,67,73,65,Yes,Yes,Post-Graduate,1.0
STU1168,Naveen Devi,Male,21,Civil,Trichy,67.9,3.8,88.0,84.0,68,75,77,Yes,No,Diploma,1.0
STU1169,Keerthana Raj,Female,19,Electronics,Erode,85.3,4.0,51.0,61.0,68,67,60,Yes,Yes,Graduate,5.3
STU1170,Meena Pillai,Female,21,Civil,Trichy,62.8,4.8,78.0,78.0,65,49,79,No,Yes,Diploma,6.9
STU1171,Ganesh Narayanan,Male,18,Civil,Coimbatore,65.1,6.1,54.0,81.0,68,44,62,No,No,School,7.9
STU1172,Dinesh Devi,Male,19,Mechanical,Salem,70.7,4.2,92.0,80.0,93,37,59,Yes,Yes,Diploma,11.0
STU1173,Divya Narayanan,Female,20,Mechanical,Erode,97.6,3.5,51.0,57.0,57,53,86,No,Yes,Post-Graduate,9.5
STU1174,Lakshmi Velu,Female,18,Civil,Trichy,81.2,2.8,51.0,57.0,60,45,74,Yes,Yes,Post-Graduate,25.0
STU1175,Meena Narayanan,Female,19,Civil,Chennai,70.9,3.8,44.0,62.0,87,32,78,No,Yes,Diploma,1.3
STU1176,Ravi Subramanian,Male,20,Electronics,Vellore,82.5,1.7,61.0,,66,75,83,No,Yes,Post-Graduate,6.5
STU1177,Karthik Velu,Male,18,Electronics,Coimbatore,78.4,3.4,58.0,58.0,65,39,43,No,Yes,Graduate,4.0
STU1178,Ravi Ramesh,Male,18,Mechanical,Salem,72.1,6.4,49.0,63.0,82,81,79,No,No,Graduate,1.4
STU1179,Pradeep Nair,Male,19,Computer Science,Coimbatore,61.2,3.3,98.0,69.0,53,70,64,No,No,No Schooling,18.1
STU1180,Dinesh Pillai,Male,22,Civil,Chennai,95.3,5.4,76.0,52.0,80,68,65,No,No,Post-Graduate,10.3
STU1181,Dinesh Velu,Male,18,Electronics,Salem,80.5,2.7,74.0,51.0,71,93,77,No,Yes,Graduate,1.0
STU1182,Kavya Raj,Female,18,Mechanical,Coimbatore,100.0,7.2,92.0,,76,40,68,No,Yes,Post-Graduate,1.0
STU1183,Dinesh Kumar,Male,20,Electronics,Madurai,89.3,7.3,72.0,65.0,75,79,79,No,No,Graduate,5.2
STU1184,Arjun Devi,Male,21,Civil,Chennai,,5.4,57.0,71.0,62,58,72,No,No,Graduate,4.2
STU1185,Siva Murugan,Male,19,Civil,Chennai,72.8,7.5,42.0,74.0,83,100,74,No,Yes,Graduate,12.4
STU1186,Meena Kumar,Female,19,Information Technology,Chennai,64.9,5.0,56.0,50.0,63,56,67,No,Yes,Diploma,1.2
STU1187,Kumar Ramesh,Male,22,Computer Science,Madurai,75.4,5.7,91.0,54.0,75,53,60,Yes,Yes,Diploma,1.0
STU1188,Ravi Kumar,Male,22,Information Technology,Madurai,64.5,6.4,49.0,51.0,85,71,64,No,Yes,Diploma,1.4
STU1189,Nithya Selvam,Female,19,Mechanical,Trichy,85.8,4.8,73.0,85.0,87,59,71,No,Yes,No Schooling,1.0
STU1190,Ganesh Raj,Male,22,Electronics,Erode,97.6,2.2,84.0,63.0,67,49,92,No,Yes,Graduate,1.0
STU1191,Karthik Murugan,Male,20,Mechanical,Vellore,74.9,5.7,72.0,65.0,76,46,88,No,Yes,Graduate,11.1
STU1192,Arjun Velu,Male,19,Civil,Coimbatore,89.3,3.8,74.0,66.0,66,89,65,No,Yes,Post-Graduate,2.0
STU1193,Arun Velu,Male,22,Information Technology,Trichy,69.7,3.9,78.0,55.0,100,42,73,No,Yes,School,2.4
STU1194,Mani Velu,Male,19,Information Technology,Coimbatore,74.4,4.9,74.0,87.0,79,67,69,No,Yes,Graduate,1.0
STU1195,Anjali Ramesh,Female,21,Information Technology,Vellore,68.2,5.3,92.0,71.0,71,82,73,No,Yes,No Schooling,1.4
STU1196,Nithya Subramanian,Female,18,Mechanical,Erode,52.4,4.7,52.0,66.0,74,83,75,No,Yes,School,7.4
STU1197,Revathi Nair,Female,19,Civil,Madurai,77.6,5.5,72.0,50.0,75,52,78,No,Yes,School,
STU1198,Karthik Devi,Male,18,Electronics,Erode,79.5,3.4,,49.0,75,59,40,No,Yes,Graduate,6.3
STU1199,Vijay Shankar,Male,22,Electronics,Madurai,,4.4,37.0,61.0,67,56,76,No,Yes,School,2.7
STU1200,Arun Pandian,Male,18,Mechanical,Vellore,87.5,5.8,67.0,55.0,65,35,68,No,Yes,Graduate,1.7
STU1201,Priya Nair,Female,19,Information Technology,Erode,87.7,7.2,76.0,50.0,68,73,64,Yes,Yes,School,3.0
STU1202,Arjun Ramesh,Male,21,Computer Science,Trichy,66.3,7.7,92.0,60.0,56,64,81,No,No,Post-Graduate,1.8
STU1203,Kumar Rajan,Male,22,Mechanical,Salem,83.5,5.1,100.0,62.0,79,89,88,No,Yes,Graduate,8.2
STU1204,Kavya Raj,Female,19,Mechanical,Trichy,97.0,5.8,88.0,67.0,60,48,80,No,Yes,Post-Graduate,1.6
STU1205,Mani Devi,Male,22,Civil,Coimbatore,82.6,7.5,79.0,58.0,57,83,66,Yes,Yes,Post-Graduate,4.9
STU1206,Meena Nair,Female,20,Electronics,Trichy,99.9,3.5,70.0,51.0,70,84,60,No,No,Post-Graduate,1.0
STU1207,Revathi Pillai,Female,18,Mechanical,Vellore,100.0,5.4,45.0,51.0,68,64,39,Yes,Yes,Post-Graduate,5.2
STU1208,Kavya Ramesh,Female,20,Mechanical,Chennai,74.8,5.7,,82.0,73,24,74,No,Yes,Graduate,11.0
